,score,num_params,num_trainable_params,error_type,error_message,error_traceback,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/umap_ncomp,config/umap_spread,config/umap_mdist,config/umap_neigh,config/umap_epochs,logdir,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std)
10,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408606,False,1,d8d22610,2023-11-08_01-56-46,1.2574799060821533,1.2574799060821533,212596,a4551403631c,172.17.0.2,1.2574799060821533,1,,96,1.4310145019234364,1.9052679484463364,40,411,d8d22610,,,,,,,,,,,,,,,,,,
11,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408607,False,1,91c4775f,2023-11-08_01-56-47,1.3128926753997803,1.3128926753997803,212596,a4551403631c,172.17.0.2,1.3128926753997803,1,,46,0.1979241704357002,0.32872133472730325,8,434,91c4775f,,,,,,,,,,,,,,,,,,
12,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408611,False,1,78726751,2023-11-08_01-56-51,1.261972427368164,1.261972427368164,212596,a4551403631c,172.17.0.2,1.261972427368164,1,,241,0.8100573875927468,1.8203919519701255,100,349,78726751,,,,,,,,,,,,,,,,,,
13,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408612,False,1,48362c07,2023-11-08_01-56-52,1.4070801734924316,1.4070801734924316,212596,a4551403631c,172.17.0.2,1.4070801734924316,1,,188,1.4669636555521626,1.7262921858483147,13,216,48362c07,,,,,,,,,,,,,,,,,,
14,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408613,False,1,710d9050,2023-11-08_01-56-53,1.3141584396362305,1.3141584396362305,212596,a4551403631c,172.17.0.2,1.3141584396362305,1,,3,1.268044474443483,1.5195076905390088,168,584,710d9050,,,,,,,,,,,,,,,,,,
15,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408615,False,1,224cb984,2023-11-08_01-56-55,1.3228950500488281,1.3228950500488281,212596,a4551403631c,172.17.0.2,1.3228950500488281,1,,76,1.1714476248039813,1.185981271302589,5,162,224cb984,,,,,,,,,,,,,,,,,,
16,0.671764705882353,-1,-1,,,,1699408651,False,1,3e2c8a1a,2023-11-08_01-57-31,34.80620050430298,34.80620050430298,212596,a4551403631c,172.17.0.2,34.80620050430298,1,,63,0.9103073850395369,0.09968146441489378,7,270,3e2c8a1a,0.671764705882353,0.008339674634563438,0.6676610051281084,0.008287075171305416,0.6676610051281084,0.008287075171305414,0.65,0.0,0.6560420586674386,0.0,0.6560420586674386,0.0,0.6235294117647059,0.0,0.6298415910207548,0.0,0.6298415910207548,0.0
17,0.3176470588235294,-1,-1,,,,1699408734,False,1,fec3dfe7,2023-11-08_01-58-54,105.42101168632507,105.42101168632507,213704,a4551403631c,172.17.0.2,105.42101168632507,1,,241,1.7739417148704175,1.5367015265068327,198,310,fec3dfe7,0.23441176470588232,0.02007985786905681,0.17831435032299578,0.01773263221977289,0.1783143503229958,0.017732632219772886,0.3176470588235294,0.0,0.3073131252785831,0.0,0.3073131252785832,0.0,0.24411764705882352,0.0,0.1560585348755696,0.0,0.1560585348755696,0.0
18,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408642,False,1,790b416b,2023-11-08_01-57-22,1.342466115951538,1.342466115951538,213785,a4551403631c,172.17.0.2,1.342466115951538,1,,115,0.17751016750993553,0.3872694641386787,138,169,790b416b,,,,,,,,,,,,,,,,,,
19,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408644,False,1,ba759018,2023-11-08_01-57-24,1.325732707977295,1.325732707977295,213785,a4551403631c,172.17.0.2,1.325732707977295,1,,73,0.24526317619428917,1.6326551867206336,162,238,ba759018,,,,,,,,,,,,,,,,,,
20,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408645,False,1,3d7d1a35,2023-11-08_01-57-25,1.3165998458862305,1.3165998458862305,213785,a4551403631c,172.17.0.2,1.3165998458862305,1,,16,0.5739526325990902,0.763484652151435,96,489,3d7d1a35,,,,,,,,,,,,,,,,,,
21,-0.1,-1,-1,<class 'ValueError'>,min_dist must be less than or equal to spread,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/do_reduce.py"", line 121, in do_reduce
    reducer.fit(**fit_dsets)

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 2379, in fit
    self._validate_parameters()

  File ""/usr/local/lib/python3.10/site-packages/umap/umap_.py"", line 1750, in _validate_parameters
    raise ValueError(""min_dist must be less than or equal to spread"")
",1699408647,False,1,955d9289,2023-11-08_01-57-27,1.2770674228668213,1.2770674228668213,213785,a4551403631c,172.17.0.2,1.2770674228668213,1,,166,0.48725793332757317,0.7048666641815868,86,295,955d9289,,,,,,,,,,,,,,,,,,
22,0.4147058823529412,-1,-1,,,,1699408741,False,1,c332ef10,2023-11-08_01-59-01,92.92017579078674,92.92017579078674,213785,a4551403631c,172.17.0.2,92.92017579078674,1,,211,1.9709990697619868,0.710895077405069,77,307,c332ef10,0.35794117647058826,0.010608640468747908,0.3358506315058407,0.011524978232669684,0.3358506315058407,0.011524978232669672,0.4147058823529412,0.0,0.43206439148320647,0.0,0.43206439148320647,0.0,0.4088235294117647,0.0,0.3930580493441699,0.0,0.3930580493441698,0.0
23,0.3029411764705882,-1,-1,,,,1699408726,False,1,f58ba7ac,2023-11-08_01-58-46,74.88802289962769,74.88802289962769,212596,a4551403631c,172.17.0.2,74.88802289962769,1,,132,0.42803413095165754,0.0377831458578283,120,511,f58ba7ac,0.2485294117647059,0.003778009581960324,0.1586212379211604,0.005552456065573236,0.1586212379211604,0.005552456065573234,0.3029411764705882,0.0,0.24749803863188058,0.0,0.24749803863188058,0.0,0.2735294117647059,0.0,0.2027732140074356,0.0,0.20277321400743564,0.0
24,0.23529411764705882,-1,-1,,,,1699408719,False,1,2222823e,2023-11-08_01-58-39,55.335782051086426,55.335782051086426,214126,a4551403631c,172.17.0.2,55.335782051086426,1,,36,0.9357135894703936,0.011826998858245008,188,261,2222823e,0.2235294117647059,0.0039460023132349255,0.11541421444691222,0.006577853391798782,0.11541421444691222,0.006577853391798779,0.23529411764705882,0.0,0.14059969389722343,0.0,0.14059969389722343,0.0,0.23529411764705882,0.0,0.13613790193894687,0.0,0.13613790193894684,0.0
25,0.3323529411764706,-1,-1,,,,1699408706,False,1,a1ae1920,2023-11-08_01-58-26,42.29265069961548,42.29265069961548,212836,a4551403631c,172.17.0.2,42.29265069961548,1,,37,1.9700420771878278,0.2293184023593464,112,279,a1ae1920,0.29176470588235287,0.004518321028158013,0.2281141665363675,0.0063289623455364515,0.2281141665363675,0.006328962345536447,0.3323529411764706,0.0,0.31597538983349166,0.0,0.31597538983349166,0.0,0.3029411764705882,0.0,0.2936843449980225,0.0,0.2936843449980225,0.0
26,0.6279411764705882,-1,-1,,,,1699408756,False,1,cb17afe8,2023-11-08_01-59-16,79.73752212524414,79.73752212524414,214229,a4551403631c,172.17.0.2,79.73752212524414,1,,154,1.4328559993377052,0.5782534988382955,29,419,cb17afe8,0.6279411764705882,0.0072343375742640196,0.6306938721415901,0.008434785736569566,0.6306938721415901,0.00843478573656954,0.6,0.0,0.6158232514053665,0.0,0.6158232514053665,0.0,0.5411764705882353,0.0,0.5056272875711014,0.0,0.5056272875711013,0.0
27,0.6264705882352942,-1,-1,,,,1699408761,False,1,0a1d4e81,2023-11-08_01-59-21,70.01233696937561,70.01233696937561,214328,a4551403631c,172.17.0.2,70.01233696937561,1,,108,0.8366571708151225,0.15762299158316603,29,465,0a1d4e81,0.6264705882352942,0.0077816215031311425,0.6041787279358438,0.009698905427189902,0.6041787279358438,0.0096989054271899,0.5794117647058824,0.0,0.5903476636410696,0.0,0.5903476636410696,0.0,0.4647058823529412,0.0,0.42856596494919375,0.0,0.4285659649491938,0.0
28,0.47058823529411764,-1,-1,,,,1699408770,False,1,309510c7,2023-11-08_01-59-30,74.39891600608826,74.39891600608826,213011,a4551403631c,172.17.0.2,74.39891600608826,1,,141,1.2817294272792215,0.981071398286751,59,531,309510c7,0.43911764705882356,0.015621496146928827,0.445952356482146,0.017648730931119835,0.44595235648214604,0.017648730931119804,0.47058823529411764,0.0,0.4806833895996171,0.0,0.48068338959961704,0.0,0.4088235294117647,0.0,0.38646882482428363,0.0,0.3864688248242836,0.0
29,0.5623529411764705,-1,-1,,,,1699408765,False,1,570a97e6,2023-11-08_01-59-25,54.813912868499756,54.813912868499756,212836,a4551403631c,172.17.0.2,54.813912868499756,1,,97,1.5468198792015218,0.2756521044655239,42,405,570a97e6,0.5623529411764705,0.007058823529411739,0.5510006332121355,0.007328973041624755,0.5510006332121355,0.0073289730416247366,0.5352941176470588,0.0,0.5452827981482552,0.0,0.5452827981482552,0.0,0.47352941176470587,0.0,0.434847743101087,0.0,0.4348477431010869,0.0
30,0.586470588235294,-1,-1,,,,1699408791,False,1,fe21a7d4,2023-11-08_01-59-51,71.78072309494019,71.78072309494019,214126,a4551403631c,172.17.0.2,71.78072309494019,1,,171,1.6174072759968894,0.053272628327346916,25,451,fe21a7d4,0.586470588235294,0.01070200317568251,0.570391383190867,0.009794517506364741,0.5703913831908671,0.00979451750636474,0.5852941176470589,0.0,0.5941323897980244,0.0,0.5941323897980244,0.0,0.38823529411764707,0.0,0.3355514247814314,0.0,0.33555142478143146,0.0
