,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/m_lambda,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
24,0.6059523809523809,0.6059523809523809,0.013095238095238099,0.5874630587966136,0.014944490789967187,0.5874630587966136,0.014944490789967197,0.5619047619047619,0.0,0.5639447584627549,0.0,0.563944758462755,0.0,0.5452380952380952,0.0,0.48589601766725293,0.0,0.48589601766725304,0.0,24697426,24697426,1698891037,True,1,28115f92,2023-11-02_02-10-37,122.35630321502686,122.35630321502686,696,3416aedad5f4,172.17.0.2,122.35630321502686,1,,128,2,13,4,2,0.8396661038220744,367,4.336385743189637e-05,6.812081633395121e-06,28115f92,,,
25,0.5438095238095239,0.5438095238095239,0.011126972805283745,0.5146041242405042,0.012658773261574132,0.5146041242405042,0.012658773261574118,0.4142857142857143,0.0,0.35517749117160147,0.0,0.3551774911716014,0.0,0.49047619047619045,0.0,0.4147224404706124,0.0,0.41472244047061235,0.0,8162919,8162919,1698891137,True,1,86683151,2023-11-02_02-12-17,99.51718831062317,99.51718831062317,696,3416aedad5f4,172.17.0.2,99.51718831062317,1,,64,2,7,4,2,0.548986986598057,378,1.651906988115169e-05,8.60928345790479e-06,86683151,,,
26,0.5942857142857143,0.5942857142857143,0.011770673423150732,0.5961043752130062,0.010441351149472849,0.5961043752130062,0.010441351149472831,0.4857142857142857,0.0,0.47997131508619556,0.0,0.47997131508619556,0.0,0.23333333333333334,0.0,0.14113338352468788,0.0,0.14113338352468788,0.0,2468147,2468147,1698891747,True,1,df260cb1,2023-11-02_02-22-27,610.4274277687073,610.4274277687073,696,3416aedad5f4,172.17.0.2,610.4274277687073,1,,64,2,3,4,2,0.7205930196554978,508,1.0313252430391107e-05,7.402711497863919e-06,df260cb1,,,
27,0.6071428571428571,0.6071428571428571,0.01686951388944604,0.5861725149993237,0.01788852767987211,0.5861725149993238,0.01788852767987214,0.45476190476190476,0.0,0.4051886694425822,0.0,0.4051886694425823,0.0,0.55,0.0,0.49532364120372535,0.0,0.49532364120372535,0.0,26467603,26467603,1698891814,True,1,46bf7256,2023-11-02_02-23-34,66.46591854095459,66.46591854095459,696,3416aedad5f4,172.17.0.2,66.46591854095459,1,,64,2,14,4,2,0.16806684197477328,187,5.8095912005318574e-05,6.422526016895403e-06,46bf7256,,,
28,0.6059523809523809,0.6059523809523809,0.011129519897638336,0.5905014188426781,0.01239646232453896,0.5905014188426781,0.012396462324538953,0.5404761904761904,0.0,0.540873297662766,0.0,0.5408732976627662,0.0,0.430952380952381,0.0,0.3749731358958708,0.0,0.3749731358958707,0.0,8185778,8185778,1698892248,True,1,5994abe7,2023-11-02_02-30-48,434.04098200798035,434.04098200798035,696,3416aedad5f4,172.17.0.2,434.04098200798035,1,,64,2,8,3,2,2.13567220290726,12,2.9517309563034154e-05,4.600456195547651e-06,5994abe7,,,
29,0.6761904761904762,0.6761904761904762,0.010045249099870944,0.6767928102280683,0.010232847987993263,0.6767928102280683,0.010232847987993286,0.5166666666666667,0.0,0.5157256441991679,0.0,0.515725644199168,0.0,0.5928571428571429,0.0,0.5784075895077637,0.0,0.5784075895077636,0.0,58633409,58633409,1698892847,True,1,7b931521,2023-11-02_02-40-47,599.3694410324097,599.3694410324097,696,3416aedad5f4,172.17.0.2,599.3694410324097,1,,128,2,21,4,2,1.2550543909583705,222,0.00010143074680098979,8.861257592441132e-06,7b931521,,,
30,0.7123809523809524,0.7123809523809524,0.015964813918324005,0.7140206094005981,0.01603005151492708,0.7140206094005981,0.016030051514927056,0.5142857142857142,0.0,0.5131849113827945,0.0,0.5131849113827947,0.0,0.6785714285714286,0.0,0.6623927717665578,0.0,0.6623927717665578,0.0,123427036,123427036,1698894202,False,1,1ac397f6,2023-11-02_03-03-22,1354.6535077095032,1354.6535077095032,696,3416aedad5f4,172.17.0.2,1354.6535077095032,1,,64,2,31,3,2,0.38491115878714943,73,0.0002250963153641116,7.852610782205375e-06,1ac397f6,,,
31,0.6278571428571429,0.6278571428571429,0.010650604403021452,0.6287483246093054,0.010169020682995166,0.6287483246093054,0.010169020682995187,0.4857142857142857,0.0,0.4752527511482119,0.0,0.4752527511482119,0.0,0.3523809523809524,0.0,0.3342781723392872,0.0,0.33427817233928725,0.0,32588938,32588938,1698894810,True,1,a09aa46d,2023-11-02_03-13-30,608.3893570899963,608.3893570899963,696,3416aedad5f4,172.17.0.2,608.3893570899963,1,,64,2,15,4,2,1.311402564845285,397,2.3614892781269565e-05,6.6601620379087135e-06,a09aa46d,,,
32,0.5995238095238095,0.5995238095238095,0.0096890428330361,0.5808072642139843,0.009708462711552212,0.5808072642139844,0.00970846271155222,0.5666666666666667,0.0,0.5548694405545822,0.0,0.5548694405545822,0.0,0.4119047619047619,0.0,0.3690259961602304,0.0,0.36902599616023035,0.0,2991479,2991479,1698894910,True,1,9c3f9457,2023-11-02_03-15-10,99.30895447731018,99.30895447731018,696,3416aedad5f4,172.17.0.2,99.30895447731018,1,,128,3,4,4,2,0.7117138085026152,325,0.0008108555198680322,9.919355595768617e-06,9c3f9457,,,
33,0.6523809523809524,0.6038095238095238,0.011961768273409975,0.5883326053175117,0.012681131197519378,0.5883326053175116,0.01268113119751939,0.4785714285714286,0.0,0.4337458611670388,0.0,0.4337458611670388,0.0,0.6523809523809524,0.0,0.6358699333722604,0.0,0.6358699333722603,0.0,105620062,105620062,1698895053,True,1,99a56f79,2023-11-02_03-17-33,143.03820133209229,143.03820133209229,696,3416aedad5f4,172.17.0.2,143.03820133209229,1,,64,2,28,2,2,0.8410613834450431,252,3.399427070243686e-05,4.24535634956314e-08,99a56f79,,,
34,0.7333333333333333,0.6976190476190476,0.007299861769883768,0.6863265499874338,0.00698591989735887,0.6863265499874338,0.00698591989735887,0.7333333333333333,0.0,0.7290804734005519,0.0,0.7290804734005519,0.0,0.6142857142857143,0.0,0.5670052264389314,0.0,0.5670052264389314,0.0,89202871,89202871,1698895159,False,1,a953f5b8,2023-11-02_03-19-19,105.82386016845703,105.82386016845703,696,3416aedad5f4,172.17.0.2,105.82386016845703,1,,128,2,26,3,2,2.0575988718038234,187,0.0006063140034357775,3.414614000120006e-06,a953f5b8,,,
35,0.6671428571428573,0.6671428571428573,0.006801360408136068,0.6532949704585624,0.007720679880627911,0.6532949704585624,0.007720679880627947,0.6214285714285714,0.0,0.6147526317429362,0.0,0.6147526317429362,0.0,0.5404761904761904,0.0,0.4729031612909042,0.0,0.47290316129090415,0.0,156304517,156304517,1698895291,True,1,1a9883d8,2023-11-02_03-21-31,132.23378491401672,132.23378491401672,696,3416aedad5f4,172.17.0.2,132.23378491401672,1,,128,2,26,3,3,2.043493136405552,173,0.0006764803084951572,3.630327627373837e-06,1a9883d8,,,
36,0.6078571428571429,0.6078571428571429,0.009991492980170142,0.6166265242187607,0.009969739664308308,0.6166265242187607,0.009969739664308285,0.5880952380952381,0.0,0.5842140705938774,0.0,0.5842140705938774,0.0,0.5071428571428571,0.0,0.4613834980583145,0.0,0.46138349805831447,0.0,138094482,138094482,1698895715,True,1,58363bba,2023-11-02_03-28-35,424.17599296569824,424.17599296569824,696,3416aedad5f4,172.17.0.2,424.17599296569824,1,,128,3,32,2,2,2.385567152930509,326,0.0005281417198234032,3.093188647040703e-07,58363bba,,,
37,0.6495238095238096,0.6495238095238096,0.008832017614757801,0.6419469489160312,0.009130714349507534,0.6419469489160312,0.009130714349507551,0.6285714285714286,0.0,0.634525648528269,0.0,0.6345256485282689,0.0,0.5476190476190477,0.0,0.494850155738008,0.0,0.4948501557380079,0.0,116226228,116226228,1698895836,True,1,1c6ccc0c,2023-11-02_03-30-36,120.62796235084534,120.62796235084534,696,3416aedad5f4,172.17.0.2,120.62796235084534,1,,128,2,29,4,2,2.221715413473872,513,0.00024501447725481097,2.963936997382214e-06,1c6ccc0c,,,
38,0.6326190476190476,0.6326190476190476,0.011271238455756774,0.642145883202346,0.010794574135020314,0.6421458832023461,0.010794574135020277,0.5404761904761904,0.0,0.5351504971931794,0.0,0.5351504971931793,0.0,0.5404761904761904,0.0,0.4971004676368003,0.0,0.4971004676368004,0.0,98498587,98498587,1698896305,True,1,070f5509,2023-11-02_03-38-25,469.09622955322266,469.09622955322266,696,3416aedad5f4,172.17.0.2,469.09622955322266,1,,128,2,26,2,2,1.4726141440943872,615,0.000354638726704266,3.200461621363063e-06,070f5509,,,
39,0.5788095238095237,0.5788095238095237,0.012161516942021085,0.5861871156229158,0.012160869720245519,0.5861871156229158,0.012160869720245491,0.5333333333333333,0.0,0.5398940191655895,0.0,0.5398940191655894,0.0,0.4785714285714286,0.0,0.4330164944058421,0.0,0.433016494405842,0.0,133880548,133880548,1698896692,True,1,188554d3,2023-11-02_03-44-52,387.25337409973145,387.25337409973145,696,3416aedad5f4,172.17.0.2,387.25337409973145,1,,128,3,24,3,3,2.6233433908777,260,0.00028491486028184396,4.790158667717298e-06,188554d3,,,
40,0.6352380952380953,0.6352380952380953,0.010202040612204082,0.6230925227835056,0.010991056307321207,0.6230925227835056,0.010991056307321242,0.5595238095238095,0.0,0.5596186831198823,0.0,0.5596186831198822,0.0,0.6309523809523809,0.0,0.6156473871863997,0.0,0.6156473871863997,0.0,206225229,206225229,1698896933,True,1,795f454a,2023-11-02_03-48-53,240.35205459594727,240.35205459594727,696,3416aedad5f4,172.17.0.2,240.35205459594727,1,,128,2,29,4,3,2.959233834006434,714,0.00059443276403745,4.779683647946269e-07,795f454a,,,
41,0.6266666666666667,0.6266666666666667,0.008702698515474764,0.6242755241724947,0.008957969441821593,0.6242755241724944,0.00895796944182159,0.5857142857142857,0.0,0.5905944470435348,0.0,0.5905944470435349,0.0,0.6166666666666667,0.0,0.5946164468149616,0.0,0.5946164468149615,0.0,129709667,129709667,1698897040,True,1,2be2ac20,2023-11-02_03-50-40,107.56666493415833,107.56666493415833,696,3416aedad5f4,172.17.0.2,107.56666493415833,1,,128,3,20,3,4,1.915165827516009,201,0.00044274451541935104,2.3950707200625147e-06,2be2ac20,,,
42,0.7142857142857143,0.666904761904762,0.00800014172210069,0.6460847846655422,0.008820314421616729,0.6460847846655422,0.008820314421616713,0.7142857142857143,0.0,0.7015985462202629,0.0,0.7015985462202629,0.0,0.580952380952381,0.0,0.5186479838926022,0.0,0.5186479838926022,0.0,243023448,243023448,1698897171,False,1,7a7d54b6,2023-11-02_03-52-51,130.39246010780334,130.39246010780334,696,3416aedad5f4,172.17.0.2,130.39246010780334,1,,128,2,32,2,3,2.2786621083265928,338,0.00012824795957674798,5.31184721799738e-06,7a7d54b6,,,
43,0.719047619047619,0.719047619047619,0.012140522651411386,0.7240621366119311,0.012163398700484043,0.7240621366119311,0.012163398700484052,0.5047619047619047,0.0,0.4828173313353015,0.0,0.48281733133530147,0.0,0.6476190476190476,0.0,0.6483415651908145,0.0,0.6483415651908145,0.0,123154540,123154540,1698899739,False,1,f00bd346,2023-11-02_04-35-39,2568.5421409606934,2568.5421409606934,696,3416aedad5f4,172.17.0.2,2568.5421409606934,1,,128,3,30,3,2,1.5282479587577855,476,8.458183310176907e-05,5.9998531194663135e-06,f00bd346,,,
44,0.6269047619047619,0.6269047619047619,0.008112726208286077,0.6267143435967641,0.0083651030417204,0.6267143435967644,0.008365103041720388,0.55,0.0,0.5538891838672926,0.0,0.5538891838672926,0.0,0.48333333333333334,0.0,0.4363603936363003,0.0,0.43636039363630036,0.0,143492301,143492301,1698900050,True,1,9924bc39,2023-11-02_04-40-50,309.7358100414276,309.7358100414276,696,3416aedad5f4,172.17.0.2,309.7358100414276,1,,128,2,25,2,3,2.9964521275668234,48,0.0009868555088991995,4.320176525081821e-06,9924bc39,,,
45,0.6673809523809525,0.6673809523809525,0.007380952380952391,0.6755914711271795,0.007126890615722502,0.6755914711271795,0.007126890615722506,0.5714285714285714,0.0,0.5670882527046065,0.0,0.5670882527046065,0.0,0.5452380952380952,0.0,0.5348971650660364,0.0,0.5348971650660364,0.0,101010352,101010352,1698900628,True,1,914ca57c,2023-11-02_04-50-28,578.0992066860199,578.0992066860199,696,3416aedad5f4,172.17.0.2,578.0992066860199,1,,128,4,27,4,2,1.0850818171594787,653,0.00020481596453615416,3.3941125390935773e-06,914ca57c,,,
46,0.7461904761904762,0.7461904761904762,0.015252968931473296,0.7480692455394731,0.015208375116595438,0.7480692455394731,0.01520837511659541,0.580952380952381,0.0,0.5762223143371817,0.0,0.5762223143371817,0.0,0.6952380952380952,0.0,0.7004109953758547,0.0,0.7004109953758547,0.0,70987227,70987227,1698902243,False,1,37b80649,2023-11-02_05-17-23,1615.7664422988892,1615.7664422988892,696,3416aedad5f4,172.17.0.2,1615.7664422988892,1,,128,3,23,3,2,1.3726966283575424,282,0.0001695839781534428,2.433452986258822e-06,37b80649,,,
